project_id,project_name,project_type,location,complexity,estimated_cost,actual_cost,avg_quantity_variance_pct,avg_unit_cost_variance_pct,max_line_variance_pct,cost_variance,variance_pct,anomaly_prediction,anomaly_score,anomaly_status
P0041,Central Road Project 41,Warehouse Development,"Cheektowaga, NY",High,15215158.01,15439685.06,0.4033333333333333,0.2713333333333333,21.89,224527.05000000075,1.4756800412616993,-1,-0.04692469300685398,Anomaly
P0042,North Commercial Project 42,Residential Development,"Cheektowaga, NY",Low,2574128.38,2851831.4899999998,4.4206666666666665,3.3653333333333335,22.98,277703.10999999987,10.788238541544686,1,0.13228015977642732,Normal
P0043,West Road Project 43,Residential Development,"Lancaster, NY",Medium,11116889.24,13634507.350000001,8.943333333333333,4.163333333333333,40.62,2517618.1100000013,22.646785945669826,1,0.009938183644748078,Normal
P0044,South Municipal Project 44,Commercial Sitework,"Clarence, NY",Medium,9380639.290000001,10056809.68,4.389333333333334,2.7439999999999998,30.23,676170.3899999987,7.208148283889495,1,0.16427028146046346,Normal
P0045,North Municipal Project 45,Warehouse Development,"Amherst, NY",Medium,6637342.57,6948501.88,1.1146666666666667,3.155333333333333,27.71,311159.3099999996,4.688010400523889,1,0.13127655605003719,Normal
P0046,East Warehouse Project 46,Municipal Improvement,"Clarence, NY",Low,4430290.98,4972663.07,7.6946666666666665,5.467333333333333,43.66,542372.0899999999,12.24235817576027,1,0.08502402401692388,Normal
P0047,Central Commercial Project 47,Road & Infrastructure,"Tonawanda, NY",High,4414407.43,4494997.55,4.4673333333333325,0.412,43.6,80590.12000000011,1.8256158109085123,-1,-0.007733316013302738,Anomaly
P0048,East Commercial Project 48,Industrial Site,"Cheektowaga, NY",High,9785321.02,10681947.03,5.28,2.9859999999999998,42.94,896626.0099999998,9.162969801066371,1,0.17433266040315565,Normal
P0049,South Warehouse Project 49,Municipal Improvement,"Clarence, NY",Medium,1490457.68,1646571.99,7.785333333333333,3.2293333333333334,47.42,156114.31000000006,10.474253116666826,1,0.13111971554634844,Normal
P0050,South Commercial Project 50,Residential Development,"Lancaster, NY",Medium,1077928.59,1126255.58,3.378,1.814,23.34,48326.98999999999,4.483320179864603,1,0.1321887629652751,Normal
P0051,North Road Project 51,Residential Development,"Hamburg, NY",High,2520658.12,2747348.9299999997,4.116666666666666,2.996,45.95,226690.8099999996,8.993318379884045,1,0.15884332430159553,Normal
P0052,East Municipal Project 52,Municipal Improvement,"Tonawanda, NY",Medium,2903717.13,3089346.86,4.9446666666666665,3.2666666666666666,39.8,185629.72999999998,6.392831039984944,1,0.17630483585100226,Normal
P0053,South Warehouse Project 53,Residential Development,"Williamsville, NY",Low,5190927.05,5793576.42,6.537333333333334,3.737333333333333,41.71,602649.3700000001,11.609667487043573,1,0.15758767504135873,Normal
P0054,East Road Project 54,Warehouse Development,"Clarence, NY",Medium,2739860.79,3075986.31,8.306666666666667,4.054666666666667,48.97,336125.52,12.267978038402456,1,0.11921012117332391,Normal
P0055,South Industrial Project 55,Commercial Sitework,"Williamsville, NY",Medium,5893374.25,6317668.53,4.157333333333333,3.296666666666667,35.8,424294.28000000026,7.199513589349943,1,0.16989180143905452,Normal
P0056,Central Warehouse Project 56,Road & Infrastructure,"Cheektowaga, NY",Medium,8985735.59,9455465.95,1.5133333333333332,2.692,18.21,469730.3599999994,5.227511485233892,1,0.12946703947450255,Normal
P0057,Central Warehouse Project 57,Commercial Sitework,"Lancaster, NY",Medium,3515772.1,3761975.6300000004,4.252666666666666,3.536,38.76,246203.53000000026,7.002829620270331,1,0.16751140940362197,Normal
P0058,Central Road Project 58,Road & Infrastructure,"Lancaster, NY",High,2141178.28,2326558.51,6.6386666666666665,5.3453333333333335,71.03,185380.22999999998,8.657860568247498,-1,-0.05817882653855799,Anomaly
P0059,North Industrial Project 59,Road & Infrastructure,"Clarence, NY",High,8239050.91,9387578.82,3.542666666666667,3.2573333333333334,37.07,1148527.9100000001,13.940051136302545,1,0.10322882717374843,Normal
P0060,Central Road Project 60,Commercial Sitework,"Tonawanda, NY",Medium,903102.86,938970.57,4.784000000000001,2.9213333333333336,36.8,35867.70999999996,3.9716085053700265,1,0.1450602038169398,Normal
P0061,East Industrial Project 61,Municipal Improvement,"Tonawanda, NY",Low,6448959.2700000005,6788273.51,4.9526666666666666,2.396,43.76,339314.2399999993,5.261534858476463,1,0.1527266791071668,Normal
P0062,East Industrial Project 62,Road & Infrastructure,"Lancaster, NY",High,6552658.16,6912069.55,4.8340000000000005,3.6973333333333334,53.29,359411.38999999966,5.484970850364024,1,0.09834624514182772,Normal
P0063,East Road Project 63,Commercial Sitework,"Tonawanda, NY",High,11105925.58,12334917.2,5.606,3.3346666666666662,37.51,1228991.6199999992,11.066089099437304,1,0.16602470791236001,Normal
P0064,Central Commercial Project 64,Road & Infrastructure,"Lancaster, NY",Low,1002667.8200000001,1078763.29,4.9879999999999995,2.9040000000000004,41.38,76095.46999999997,7.589300113371541,1,0.17401000284263457,Normal
P0065,East Warehouse Project 65,Industrial Site,"Clarence, NY",High,5132499.66,5370619.47,5.155333333333333,1.6586666666666665,26.3,238119.8099999996,4.639451062330895,1,0.11922065320482755,Normal
P0066,North Municipal Project 66,Municipal Improvement,"Amherst, NY",High,1431958.88,1625490.75,8.140666666666666,3.3253333333333335,67.93,193531.8700000001,13.515183480687668,-1,-0.013967081384218871,Anomaly
P0067,East Commercial Project 67,Warehouse Development,"Lancaster, NY",Medium,3621856.3400000003,3812210.39,-0.504,3.5180000000000002,8.74,190354.0499999998,5.255704040431372,-1,-0.027141379179322356,Anomaly
P0068,Central Municipal Project 68,Road & Infrastructure,"Williamsville, NY",Medium,3133143.2,3332991.4,2.268666666666667,2.89,21.6,199848.19999999972,6.3785210966418555,1,0.14363775579982951,Normal
P0069,Central Commercial Project 69,Industrial Site,"Tonawanda, NY",Medium,14402228.09,15619940.209999999,5.124666666666667,4.033333333333333,50.23,1217712.1199999992,8.455025933421384,1,0.1437650189649865,Normal
P0070,Central Industrial Project 70,Warehouse Development,"Lancaster, NY",Low,8755547.35,9211472.16,4.612,2.305333333333333,19.33,455924.8100000005,5.2072679385372815,1,0.12013907051322481,Normal
P0071,West Municipal Project 71,Warehouse Development,"Lancaster, NY",Low,837971.9,932648.49,9.29,3.6933333333333334,53.4,94676.58999999997,11.298301291487215,1,0.06229455609279433,Normal
P0072,West Road Project 72,Road & Infrastructure,"Clarence, NY",High,6147731.75,6610102.54,5.490666666666667,4.704666666666667,37.06,462370.79000000004,7.52099813073334,1,0.1400011759507539,Normal
P0073,East Road Project 73,Commercial Sitework,"Tonawanda, NY",Low,11573934.41,11983501.75,2.1839999999999997,1.684,20.46,409567.33999999985,3.5387045190625015,1,0.1089529015966863,Normal
P0074,South Commercial Project 74,Road & Infrastructure,"Amherst, NY",Low,3461328.25,3778317.64,6.339333333333333,2.298,41.85,316989.39000000013,9.158027413320308,1,0.14757468407056196,Normal
P0075,East Industrial Project 75,Industrial Site,"Clarence, NY",Medium,7731588.85,9039849.88,7.887333333333333,6.291333333333333,45.41,1308261.0300000012,16.92098552291747,-1,-0.008975848437279499,Anomaly
P0076,South Municipal Project 76,Warehouse Development,"Amherst, NY",Medium,2285663.92,2463774.5300000003,1.5526666666666666,3.1893333333333334,42.04,178110.61000000034,7.792510895477597,1,0.11995425242279478,Normal
P0077,Central Industrial Project 77,Road & Infrastructure,"Hamburg, NY",High,1286437.29,1347523.96,2.568,3.2153333333333336,38.87,61086.669999999925,4.748515180246363,1,0.14199691565547806,Normal
P0078,West Industrial Project 78,Commercial Sitework,"Clarence, NY",Low,9397014.34,9855061.85,3.0906666666666665,2.610666666666667,31.78,458047.5099999998,4.874394072702881,1,0.1496179553815044,Normal
P0079,Central Road Project 79,Road & Infrastructure,"Tonawanda, NY",Low,2558859.8600000003,2739273.89,5.937333333333333,2.4286666666666665,35.66,180414.0299999998,7.050563136349318,1,0.14684907983503814,Normal
P0080,West Industrial Project 80,Municipal Improvement,"Buffalo, NY",Medium,11347716.23,12279253.99,4.215999999999999,4.680000000000001,47.39,931537.7599999998,8.20903291128562,1,0.12353866272997255,Normal
P0081,Central Municipal Project 81,Commercial Sitework,"Tonawanda, NY",Medium,4534930.58,4699641.95,3.1013333333333337,3.570666666666667,50.19,164711.3700000001,3.6320593467607196,1,0.07901083986005253,Normal
P0082,North Commercial Project 82,Industrial Site,"Tonawanda, NY",Low,8976719.02,9700891.61,3.302,3.5320000000000005,22.32,724172.5899999999,8.06723022505833,1,0.1442833543387872,Normal
P0083,North Industrial Project 83,Warehouse Development,"Amherst, NY",Medium,6442741.43,7390051.87,4.561999999999999,1.6626666666666665,41.11,947310.4400000004,14.70353032622016,1,0.05938500474173575,Normal
P0084,West Road Project 84,Road & Infrastructure,"Amherst, NY",Low,7677620.44,8357604.0600000005,7.382666666666666,3.027333333333333,26.94,679983.6200000001,8.856697531663862,1,0.10513969913063553,Normal
P0085,East Municipal Project 85,Commercial Sitework,"Tonawanda, NY",Low,2763267.27,2851510.44,2.364,1.4540000000000002,43.43,88243.16999999993,3.1934359357138815,1,0.08971202236162401,Normal
P0086,South Commercial Project 86,Municipal Improvement,"Tonawanda, NY",Medium,6357971.9799999995,6645668.88,3.176,2.572,25.1,287696.9000000004,4.52497904842922,1,0.1520092662305711,Normal
P0087,South Warehouse Project 87,Commercial Sitework,"Tonawanda, NY",Medium,7276937.35,8119890.77,6.553333333333333,4.663333333333333,39.88,842953.4199999999,11.583903769626378,1,0.14707517044761864,Normal
P0088,West Road Project 88,Residential Development,"Amherst, NY",High,6029672.26,6733827.55,5.421333333333333,2.3340000000000005,21.02,704155.29,11.678168557705325,1,0.0912407653671477,Normal
P0089,Central Warehouse Project 89,Municipal Improvement,"Tonawanda, NY",Medium,14836802.95,16572234.73,5.620666666666667,3.316,41.02,1735431.7800000012,11.696804128547122,1,0.16641702223673022,Normal
P0090,West Warehouse Project 90,Industrial Site,"Tonawanda, NY",Medium,1155956.7,1250759.8,4.224,3.2233333333333336,23.94,94803.1000000001,8.201267400413883,1,0.15840396867340273,Normal
P0091,South Warehouse Project 91,Warehouse Development,"Hamburg, NY",Medium,872755.8,901601.18,2.9926666666666666,1.76,45.32,28845.380000000005,3.305091756479877,1,0.09764912264082559,Normal
P0092,East Commercial Project 92,Industrial Site,"Cheektowaga, NY",Low,10781922.13,12614640.84,10.269333333333332,4.782666666666667,52.63,1832718.709999999,16.998070361689756,1,0.01016012316996806,Normal
P0093,West Commercial Project 93,Road & Infrastructure,"Buffalo, NY",Medium,5056374.21,6951181.09,15.081333333333333,7.372,49.99,1894806.88,37.4736283610623,-1,-0.24569698126675898,Anomaly
P0094,South Commercial Project 94,Commercial Sitework,"Williamsville, NY",Low,3349538.13,4027761.92,8.662666666666667,5.404,45.48,678223.79,20.24827793197864,1,0.020319546895993912,Normal
P0095,South Municipal Project 95,Residential Development,"Buffalo, NY",High,5162086.15,5508731.11,5.089333333333333,2.779333333333333,23.9,346644.95999999996,6.715210671174093,1,0.1539078508386874,Normal
P0096,South Industrial Project 96,Municipal Improvement,"Cheektowaga, NY",Low,949805.48,989379.02,1.134666666666667,1.5926666666666667,13.61,39573.54000000004,4.166488910971544,1,0.06689550195644067,Normal
P0097,Central Warehouse Project 97,Municipal Improvement,"Williamsville, NY",Medium,6006913.8,6212494.19,-0.6279999999999999,2.42,12.15,205580.3900000006,3.422396206184956,1,0.005632391231682243,Normal
P0098,West Municipal Project 98,Commercial Sitework,"Clarence, NY",Low,8721688.18,9816913.11,8.136666666666667,5.173333333333333,40.09,1095224.9299999997,12.557487809659342,1,0.09880509192550951,Normal
P0099,East Warehouse Project 99,Residential Development,"Tonawanda, NY",High,11479600.95,12192244.77,4.483333333333333,3.0506666666666664,21.53,712643.8200000003,6.207914570410223,1,0.14916719791878053,Normal
P0100,Central Warehouse Project 100,Commercial Sitework,"Cheektowaga, NY",Medium,7908003.56,8804872.52,3.05,3.4233333333333333,34.15,896868.96,11.341281692594483,1,0.12469833948983039,Normal
P0101,Central Municipal Project 101,Road & Infrastructure,"Hamburg, NY",Medium,10113578.68,11101350.75,5.882666666666666,2.6079999999999997,45.01,987772.0700000003,9.766790779542344,1,0.16215783564232022,Normal
P0102,North Municipal Project 102,Industrial Site,"Clarence, NY",Low,5219922.43,6043278.25,6.179333333333333,4.557333333333333,50.76,823355.8200000003,15.773334394166474,1,0.098261460662249,Normal
P0103,East Industrial Project 103,Municipal Improvement,"Tonawanda, NY",Medium,7799234.82,7821578.85,1.3646666666666667,2.8393333333333333,40.11,22344.02999999933,0.2864900277486366,1,0.031010765051057376,Normal
P0104,South Industrial Project 104,Road & Infrastructure,"Amherst, NY",Low,4972524.24,5595336.34,6.296,4.932666666666666,43.56,622812.0999999996,12.52506915883832,1,0.12719702320614334,Normal
P0105,South Road Project 105,Industrial Site,"Lancaster, NY",High,6773035.81,7040125.77,4.704666666666666,2.42,47.4,267089.95999999996,3.94343050136627,1,0.11102907915518218,Normal
P0106,West Commercial Project 106,Road & Infrastructure,"Cheektowaga, NY",Low,6862138.99,7662562.399999999,6.704666666666666,3.707333333333333,48.31,800423.4099999992,11.664342724133588,1,0.14740596369290432,Normal
P0107,East Road Project 107,Residential Development,"Amherst, NY",Low,1466215.38,1594448.76,5.727333333333333,3.219333333333333,28.02,128233.38000000012,8.74587606631163,1,0.15377072328731733,Normal
P0108,North Road Project 108,Municipal Improvement,"Cheektowaga, NY",Low,3443464.6799999997,3583122.85,2.405333333333333,2.0973333333333333,17.08,139658.1700000004,4.055745679958605,1,0.10964705692873256,Normal
P0109,Central Municipal Project 109,Commercial Sitework,"Hamburg, NY",Medium,11779615.89,13444284.17,8.780666666666667,4.3373333333333335,38.12,1664668.2799999993,14.131770471507277,1,0.09351785191128786,Normal
P0110,West Industrial Project 110,Commercial Sitework,"Cheektowaga, NY",Medium,4259318.35,4488533.96,3.1146666666666665,1.0599999999999998,34.75,229215.61000000034,5.381509226705263,1,0.0884665907943506,Normal
P0111,West Municipal Project 111,Industrial Site,"Amherst, NY",Low,6548878.52,7057557.66,3.7760000000000002,2.96,24.18,508679.1400000006,7.767423665693536,1,0.1590424787437552,Normal
P0112,East Municipal Project 112,Warehouse Development,"Hamburg, NY",Medium,9038221.12,9536463.18,1.6406666666666667,2.4133333333333336,15.28,498242.0600000005,5.512611977344504,1,0.10525019507171618,Normal
P0113,North Warehouse Project 113,Residential Development,"Williamsville, NY",Medium,11381515.45,12578830.48,5.815333333333333,4.947333333333334,37.47,1197315.0300000012,10.519820802949411,1,0.13008652503626716,Normal
P0114,West Road Project 114,Industrial Site,"Buffalo, NY",Medium,3628075.08,3907512.47,2.7159999999999997,1.3113333333333335,13.31,279437.39000000013,7.702083993256284,1,0.03690398114351512,Normal
P0115,Central Road Project 115,Warehouse Development,"Tonawanda, NY",Medium,3263985.81,3857545.54,11.853333333333333,3.288,47.78,593559.73,18.185119806020232,-1,-0.043653319090161236,Anomaly
P0116,East Warehouse Project 116,Road & Infrastructure,"Cheektowaga, NY",Medium,11917960.370000001,13311111.32,4.7860000000000005,2.5266666666666664,47.25,1393150.9499999993,11.689508160363173,1,0.13463857422280723,Normal
P0117,East Commercial Project 117,Residential Development,"Tonawanda, NY",Medium,5787562.13,6286986.57,7.6,4.832,43.87,499424.4400000004,8.629271337083692,1,0.10984797517469352,Normal
P0118,Central Municipal Project 118,Road & Infrastructure,"Lancaster, NY",Low,4524219.9399999995,4941215.48,3.6719999999999997,3.8006666666666664,40.7,416995.54000000097,9.216959951774605,1,0.16028584296526477,Normal
P0119,East Commercial Project 119,Municipal Improvement,"Amherst, NY",Low,1038387.15,1092058.75,1.43,0.28666666666666674,18.76,53671.59999999998,5.168746550840886,1,0.029371223980635963,Normal
P0120,South Warehouse Project 120,Residential Development,"Tonawanda, NY",High,10348526.04,11277622.18,4.508666666666667,4.1113333333333335,37.25,929096.1400000006,8.978052878340156,1,0.15951073420689266,Normal
P0121,South Road Project 121,Warehouse Development,"Amherst, NY",High,9086277.129999999,10528835.59,9.33,3.0386666666666664,35.24,1442558.460000001,15.876232249588023,1,0.04121443612429032,Normal
P0122,East Commercial Project 122,Municipal Improvement,"Tonawanda, NY",Medium,1267780.55,1438032.02,9.366666666666667,3.9806666666666666,60.43,170251.46999999997,13.429096226472314,-1,-7.445712885734146e-05,Anomaly
P0123,North Warehouse Project 123,Commercial Sitework,"Buffalo, NY",Low,9249464.08,9877568.15,4.8100000000000005,2.408,20.35,628104.0700000003,6.790707705521467,1,0.13650825697726232,Normal
P0124,South Warehouse Project 124,Warehouse Development,"Buffalo, NY",Medium,4248116.81,4449505.59,4.534666666666666,1.7373333333333334,32.1,201388.78000000026,4.74066013264829,1,0.12686704918507086,Normal
P0125,East Warehouse Project 125,Industrial Site,"Hamburg, NY",Medium,4808892.04,5512522.62,5.262666666666666,4.418,54.32,703630.5800000001,14.631864765256825,1,0.06439433157620317,Normal
P0126,North Commercial Project 126,Commercial Sitework,"Buffalo, NY",Low,789719.08,830488.91,4.494,3.9979999999999998,43.81,40769.830000000075,5.162573759772916,1,0.1418669780326957,Normal
P0127,Central Road Project 127,Commercial Sitework,"Hamburg, NY",Low,10491209.95,11286146.15,3.606,4.512666666666666,40.44,794936.2000000011,7.577164157314392,1,0.13763919385646317,Normal
P0128,East Industrial Project 128,Industrial Site,"Buffalo, NY",Medium,3826542.79,4352735.75,8.547333333333334,2.6620000000000004,42.05,526192.96,13.751132258996638,1,0.09273155321290677,Normal
P0129,West Municipal Project 129,Residential Development,"Buffalo, NY",Medium,5479228.72,5846640.06,4.67,2.818,36.54,367411.33999999985,6.705530263025776,1,0.1717819520856751,Normal
P0130,Central Warehouse Project 130,Commercial Sitework,"Buffalo, NY",Low,3465798.27,3722971.91,3.924666666666667,3.824666666666667,26.58,257173.64000000013,7.420329169937526,1,0.1552407548373162,Normal
P0131,Central Warehouse Project 131,Warehouse Development,"Amherst, NY",Low,6137821.34,6497855.33,3.996,2.048,16.76,360033.9900000002,5.865827140546913,1,0.10789494028134211,Normal
P0132,South Municipal Project 132,Municipal Improvement,"Cheektowaga, NY",Low,8200235.51,9076954.49,6.493333333333334,3.0439999999999996,47.46,876718.9800000004,10.691387813567815,1,0.1508090748794656,Normal
P0133,West Commercial Project 133,Commercial Sitework,"Hamburg, NY",Medium,7385498.149999999,8225043.43,4.905333333333333,3.944666666666667,23.93,839545.2800000003,11.367483451336323,1,0.1203262565412152,Normal
P0134,North Warehouse Project 134,Warehouse Development,"Tonawanda, NY",Low,8489221.35,9262230.16,4.9093333333333335,2.8366666666666664,38.73,773008.8100000005,9.105768104397473,1,0.17753344488132689,Normal
P0135,West Warehouse Project 135,Road & Infrastructure,"Buffalo, NY",Low,5788363.88,6193949.31,5.255333333333334,1.2913333333333334,16.79,405585.4299999997,7.006909696907301,1,0.05924926590150542,Normal
P0136,North Commercial Project 136,Warehouse Development,"Amherst, NY",Medium,2106970.92,2192511.14,3.881333333333333,-0.21200000000000005,26.16,85540.2200000002,4.059867138555486,-1,-0.010056414963660942,Anomaly
P0137,West Road Project 137,Municipal Improvement,"Amherst, NY",Low,9301944.85,10357411.73,8.458,4.680000000000001,40.6,1055466.8800000008,11.346733366194929,1,0.12161461391801709,Normal
P0138,Central Industrial Project 138,Warehouse Development,"Amherst, NY",Medium,2682675.22,2834156.85,1.6906666666666665,1.9406666666666668,25.49,151481.6299999999,5.646663035117604,1,0.13316799786896166,Normal
P0139,East Road Project 139,Industrial Site,"Hamburg, NY",Low,854964.02,855463.1799999999,-0.4926666666666666,1.3713333333333333,6.24,499.1599999999162,0.058383743446878175,-1,-0.0950240947023977,Anomaly
P0140,North Road Project 140,Municipal Improvement,"Cheektowaga, NY",Low,5312974.31,5558021.17,3.024,1.398,21.99,245046.86000000034,4.612234987449061,1,0.11788817536091528,Normal
